module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
(iPad) AI Art(Large Image Preview),AI Features,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,138.0,138.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,(iPad) AI Art(Large Image Preview),ollama,"Potential for AI-generated art to be misinterpreted or used in unintended ways, but currently the risk is relatively low due to low detectability and automation catch rate."
Auto Edit (Media picker),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,97.0,97.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,48,Q3 - Test Second,Auto Edit (Media picker),ollama,"Module responsible for editing media content, with 2 major bugs and a regression rate of 0.000"
Auto Edit (Hangout),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Auto Edit (Hangout),ollama,"As the module is part of the Editor Core and has a high regression rate, it is likely that any bugs introduced in this module could have significant impact on the overall system. The critical bugs are 0, indicating that any bugs in this module are major and could be difficult to detect."
"Auto Captions, STT",Text & Captions,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,"Auto Captions, STT",ollama,"Potential errors in STT module may lead to incorrect captions, affecting user experience and impacting accessibility."
Add Background/Change Background,Background & Cutout,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,109.0,109.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,48,Q3 - Test Second,Add Background/Change Background,ollama,"Potential for incorrect background image being added, could result in major issues with user experience"
New Year Sale (interstitial),IAP,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,New Year Sale (interstitial),ollama,Potential financial loss due to incorrect IAP functionality during New Year Sale interstitial. Moderate to high risk due to user interaction during sale event.
"Timeline, Audio",Editor Core,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,"Timeline, Audio",ollama,"Module Timeline, Audio in Category Editor Core has 2 major bugs, indicating a moderate to high risk of impacting the user experience. The timeline and audio functionality are crucial for the editor core, and any issues may lead to significant user dissatisfaction."
Auto Edit (Epic_03_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Edit (Epic_03_title),ollama,"The Auto Edit module has a high potential for error as it directly modifies user content. This could lead to data loss or corruption if not properly validated. Additionally, the module's critical nature due to the high number of major bugs (2) indicates a high likelihood of unnoticed errors. Therefore, this risk is rated medium to high impact."
Auto Edit (Camping_01_content),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Auto Edit (Camping_01_content),ollama,"High impact due to potential data loss, but detectability is moderate as it may not be immediately noticeable to users."
Auto Edit (Pet_05_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Edit (Pet_05_title),ollama,"Module Auto Edit (Pet_05_title) has 2 major bugs, indicating a moderate to high risk of critical errors in Editor Core. High automation catch rate suggests these errors may be easily identified."
Auto Captions(Bilingual ),Text & Captions,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Captions(Bilingual ),ollama,"Potential errors in bilingual auto-captions may lead to inaccurate or misleading information, impacting user experience. Detectability is moderate as manual review may be required to identify issues."
Auto Captions - lip sync subtitles template,Text & Captions,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Captions - lip sync subtitles template,ollama,"Potential for incorrect captions to be displayed, affecting video accessibility and user experience"
Auto Edit(Fashion_06_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Edit(Fashion_06_title),ollama,"High impact due to major bugs and potential regression, but low detectability due to automated testing catching rate of 0%"
Audio Tools(Audio Denoise/Speech Enhance),Audio,2,10,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Audio Tools(Audio Denoise/Speech Enhance),ollama,"Potential data corruption or loss due to incorrect denoising or enhancement, difficult to detect as it may occur silently"
Face Reshape (Smoothness),Enhance & Fix,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Face Reshape (Smoothness),ollama,"Minor impact on face reshaping functionality, but potential for significant visual deviation if smoothness is not properly maintained. Relatively difficult to detect without visual inspection."
Settings (Notification),UI & Settings,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Settings (Notification),ollama,"The Settings module is a critical UI component, and incorrect notifications can lead to confusion and decreased user experience. Detectability is moderate as users may notice the issue but may not be able to immediately identify the root cause."
Menu(Notification),UI & Settings,2,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2,4,3,4,48,Q3 - Test Second,Menu(Notification),ollama,High impact due to potential for user frustration and decreased productivity. Medium to high detectability due to visual presence of notifications in menu.
"Launcher, Shortcut",Launcher,3,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,149.0,149.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,"Launcher, Shortcut",ollama,"Potential issues with Launcher and Shortcut modules could significantly impact the overall system functionality, but are not immediately detectable due to lack of automation and low regression rate."
Shortcut(AI Art/AI Sketch),AI Features,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Shortcut(AI Art/AI Sketch),ollama,"AI Art/AI Sketch functionality may lead to inaccuracies or misrepresentations in artistic content, affecting user experience and trust."
Launcher (Shortcut),Launcher,3,15,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.3333,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2,4,3,4,48,Q3 - Test Second,Launcher (Shortcut),ollama,"High impact due to critical functionality, detectable due to automated testing coverage"
Intro(1048759272680196599),Launcher,3,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,170.0,229.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Intro(1048759272680196599),ollama,"Potential critical bug in the Launcher module with a high impact and moderate detectability due to its critical status and the presence of multiple bugs, including 1 critical and 1 major bug."
Menu(Demo Videos),UI & Settings,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Menu(Demo Videos),ollama,"Potential menu functionality errors may have a moderate impact on user experience due to their visibility in demo videos, but are relatively hard to detect due to their isolated nature."
Text(Gold_17_join_now),Text & Captions,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,62.0,62.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Text(Gold_17_join_now),ollama,"Potential major bugs related to text rendering and captions, with moderate impact and detectability."
Text(In Animation),Text & Captions,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,48,Q3 - Test Second,Text(In Animation),ollama,"Potential text rendering issues in animation module may lead to UI inconsistencies, affecting user experience. Due to the high number of major bugs (2), it's difficult to detect the root cause."
Launcher Shortcut,Launcher,3,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0.0,1.0,0.5,0.5,90.33333333333331,11.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Launcher Shortcut,ollama,"The Launcher Shortcut module has a high impact due to its critical role in the system, but its detectability is moderate due to the possibility of users not noticing issues with the shortcut."
Talking Avatar(Demo Page),AI Features,2,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Talking Avatar(Demo Page),ollama,"Potential for incorrect AI responses affecting user experience, may be difficult to detect due to natural language nuances."
Produce(GettyImage Music),Export & Output,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Produce(GettyImage Music),ollama,"Potential data loss or corruption due to incorrect export of Getty Image Music module, moderately detectable through manual testing and review of output"
"Shortcut(Auto Captions, STT)",Text & Captions,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,"Shortcut(Auto Captions, STT)",ollama,High risk due to manual review required for captions accuracy
Auto Edit (Family 01),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Edit (Family 01),ollama,"High risk due to multiple major bugs in Editor Core, potentially affecting user experience and application stability."
Shortcut(AI Anime Video_Before/After),AI Features,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Shortcut(AI Anime Video_Before/After),ollama,"Potential AI-generated anime video creation functionality could lead to unintended outcomes such as increased reliance on AI-generated content or decreased quality of human-created content, but the issue is relatively hard to detect due to the AI's ability to blend in with real content."
AI Art(Demo Page),AI Features,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,AI Art(Demo Page),ollama,"Potential AI Art feature malfunction could result in inaccurate or misleading artwork, impacting user trust and satisfaction."
MGT(Sparkle),Text & Captions,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,218.5,218.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,MGT(Sparkle),ollama,"High potential for data loss or corruption due to Sparkle module functionality issues in Text & Captions module, with 2 major bugs detected and no automation or regression issues."
Effects (Body Effects),Visual Effects,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Effects (Body Effects),ollama,"High impact due to major bugs in visual effects module, but relatively easy to detect"
Shortcut(AI Face Art),Shortcut,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Shortcut(AI Face Art),ollama,"The Shortcut(AI Face Art) module has 2 major bugs, indicating a moderate to high impact on the system. The low detectability score suggests that these bugs may not be easily identifiable, making it crucial to analyze the module thoroughly."
Text (Auto Captions),Text & Captions,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Text (Auto Captions),ollama,Critical bug in text auto-captioning module with high regression risk and moderate automation catch rate
"Produce, Export, Cloud [landscape]",Export & Output,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,"Produce, Export, Cloud [landscape]",ollama,"Potential data loss and security breaches due to incorrect export settings in the Cloud landscape, identified by the high number of Major bugs (2) with no Critical bugs and no automated detection"
Demo Video(Cool Effect Transitions),UI & Settings,2,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,31.0,31.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Demo Video(Cool Effect Transitions),ollama,"Video effects and transitions may not be displayed correctly, impacting user experience and potentially causing frustration."
Opening Intro(AI Denoise),Audio,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Opening Intro(AI Denoise),ollama,"Major bugs detected in AI Denoise module, which is critical for audio quality, making it a high-impact risk"
Shortcut(AI Anime),Shortcut,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Shortcut(AI Anime),ollama,"The Shortcut(AI Anime) module has a high impact due to its critical role in the application, but its detectability is moderate due to the limited testing coverage and lack of automated tests."
Music Library (Search Music),Audio,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Music Library (Search Music),ollama,"User may not find their desired music, affecting user experience."
Text(Neon_08),Text & Captions,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Text(Neon_08),ollama,"Potential data corruption due to incorrect text processing in Neon_08 module may lead to loss of business critical information, but it is not easily noticeable without thorough testing."
Bilingual Subtitles,Text & Captions,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,48,Q3 - Test Second,Bilingual Subtitles,ollama,Incorrect subtitles in multiple languages may affect user experience and require manual review
Shortcut (body effect),Shortcut,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Shortcut (body effect),ollama,Potential issues with shortcut functionality may lead to user experience problems and decreased productivity.
Opening Intro(AI Video Upscaler),Enhance & Fix,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Opening Intro(AI Video Upscaler),ollama,"Potential issues with image enhancement and upscaling could lead to a degradation of video quality, making it difficult for users to perceive. This might affect a significant portion of the user base, particularly those with high-end devices."
Auto Edit (Party_06_title),Editor Core,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Auto Edit (Party_06_title),ollama,"Critical bug in Editor Core module may have significant impact on user experience, but its detectability is moderate due to lack of automation testing coverage."
Opening Intro(Talking Avatar),AI Features,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Opening Intro(Talking Avatar),ollama,"The Talking Avatar feature is a core AI component, and issues here could lead to significant user experience problems and potential brand damage. However, due to its modular design, issues might not be immediately apparent to users, requiring closer examination."
Main Tool Menu,UI & Settings,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2,4,3,4,48,Q3 - Test Second,Main Tool Menu,ollama,"Potential UI and settings issues may impact user experience and functionality, but are relatively detectable due to existing automation and low regression rate."
Image to video(Custom),AI Features,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Image to video(Custom),ollama,"The custom image to video AI feature may not perform as expected, causing a moderate impact on user experience due to its critical nature, with high detectability as it can be easily identified by users."
Effects(Atmosphere/Variety),Visual Effects,2,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Effects(Atmosphere/Variety),ollama,"The module Effects(Atmosphere/Variety) has a moderate to high impact on the overall visual effects, as it can significantly alter the mood and atmosphere of a scene. However, its detectability is moderate, as some issues may be difficult to identify without close inspection."
Auto Edit(Travel 01),Editor Core,3,12,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,48,Q3 - Test Second,Auto Edit(Travel 01),ollama,"High impact due to potential data loss, detectability is moderate as it may not always be noticeable to the user."
HQ Denoise,Audio,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2,4,3,4,48,Q3 - Test Second,HQ Denoise,ollama,"Critical bug in HQ Denoise module, with potential impact on audio quality. Medium to high detectability due to specific error handling in module."
Auto Edit (Birthday_03_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.333333333333334,3.0,0.0,0.0,0.0,0.0,0.0,2,4,3,4,48,Q3 - Test Second,Auto Edit (Birthday_03_title),ollama,"High impact due to potential data corruption, difficult to detect without user reporting"
Filter layer,Visual Effects,2,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,66.5,66.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Filter layer,ollama,"Potential visual effects bug in the filter layer could have a moderate impact due to its appearance in 2 bugs with 2 being major, and could be moderately detectable if properly tested"
ShortCut (Auto Mosaic),Enhance & Fix,3,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,ShortCut (Auto Mosaic),ollama,Potential for incorrect mosaic generation leading to loss of image details
Effects(Entertainment - Variety Show & Party),Visual Effects,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Effects(Entertainment - Variety Show & Party),ollama,"High risk due to the variety show and party settings, which may lead to unexpected visual effects, but can be mitigated with proper testing and review."
Settings(Demo),UI & Settings,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,48,Q3 - Test Second,Settings(Demo),ollama,"High impact due to Major bugs, detectability is moderate due to manual testing"
AI Anime video,AI Features,3,15,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,120.0,14.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,AI Anime video,ollama,"High impact due to AI features, moderate detectability due to automated testing"
Intro Video,Launcher,3,20,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0.3333,0.6667,0.5,0.5,54.5,54.5,0.0,0.0,0.0,0.0,0.0,1,4,3,4,48,Q3 - Test Second,Intro Video,ollama,"The intro video module in the launcher category has a moderate impact (3/5) due to its potential to affect user engagement. Its detectability is moderate to high (4/5) as issues may be noticeable during video playback, but not necessarily critical. This is because the video is a non-essential feature, and users can still navigate the launcher without it."
